採点フラグ,J-Escore,E-Escore,111のみ正解とする,010のみ正解とする,0のみ不正解とする,011のみ正解とする,110のみ正解とする
0,0.909771681,0.747008622,0,0,0,0,0
111,0.891080797,0.794380724,1,1,1,1,1
111,0.926733315,0.873550117,1,1,1,1,1
11,0.917413235,0.862707019,0,1,1,1,0
101,0.902889371,0.812473655,0,0,1,0,0
0,0.661513329,0.531318247,0,0,0,0,0
111,0.979253709,0.814410329,1,1,1,1,1
11,0.907582283,0.742067337,0,1,1,1,0
0,0.945915461,0.774350286,0,0,0,0,0
110,0.894448161,0.824635386,0,1,1,0,1
0,0.635376394,0.33487922,0,0,0,0,0
10,0.755379915,0.551474929,0,1,1,0,0
1,0.846329689,0.597764134,0,0,1,0,0
111,0.86689502,0.657019258,1,1,1,1,1
101,0.756599188,0.532580316,0,0,1,0,0
100,0.936485052,0.823835373,0,0,1,0,0
111,0.948038101,0.805934668,1,1,1,1,1
101,0.956418335,0.80652976,0,0,1,0,0
111,0.889854908,0.750038266,1,1,1,1,1
1,0.904038429,0.744044542,0,0,1,0,0
101,0.45373857,0.326724291,0,0,1,0,0
111,0.790852904,0.900316536,1,1,1,1,1
111,0.75306797,0.846861839,1,1,1,1,1
11,0.744228423,0.7163077,0,1,1,1,0
101,0.670327187,0.856616735,0,0,1,0,0
1,0.709518671,0.795263469,0,0,1,0,0
111,0.950485229,0.841536164,1,1,1,1,1
10,0.85319984,0.692337632,0,1,1,0,0
11,0.912231803,0.800651133,0,1,1,1,0
111,0.88713336,0.8509835,1,1,1,1,1
111,0.92629838,0.968695641,1,1,1,1,1
1,0.874222159,0.92242831,0,0,1,0,0
11,0.935493827,0.948782325,0,1,1,1,0
1,0.868154347,0.914736032,0,0,1,0,0
111,0.879261851,0.896367073,1,1,1,1,1
0,0.824472308,0.752563953,0,0,0,0,0
100,0.730985165,0.530033827,0,0,1,0,0
111,0.851966262,0.945672929,1,1,1,1,1
11,0.814223588,0.762255311,0,1,1,1,0
100,0.773810506,0.710167706,0,0,1,0,0
100,0.88510716,0.537690938,0,0,1,0,0
111,0.867826641,0.827412844,1,1,1,1,1
111,0.884427905,0.544677973,1,1,1,1,1
11,0.887149334,0.823456883,0,1,1,1,0
111,0.797435641,0.759235144,1,1,1,1,1
111,0.86932683,0.889988899,1,1,1,1,1
110,0.821077287,0.571673036,0,1,1,0,1
11,0.855948389,0.708703578,0,1,1,1,0
111,0.851101696,0.774434209,1,1,1,1,1
110,0.639359891,0.490844667,0,1,1,0,1
0,0.759075105,0.715227604,0,0,0,0,0
1,0.891002774,0.879662037,0,0,1,0,0
11,0.872950554,0.787329733,0,1,1,1,0
101,0.909661531,0.879794121,0,0,1,0,0
0,0.384114593,0.341050148,0,0,0,0,0
0,0.648342431,0.548187137,0,0,0,0,0
111,0.937494278,0.984191239,1,1,1,1,1
10,0.75429666,0.645056605,0,1,1,0,0
11,0.835737467,0.814253449,0,1,1,1,0
111,0.9205755,0.912138224,1,1,1,1,1
11,0.970557332,0.842802167,0,1,1,1,0
111,0.966616571,0.852096736,1,1,1,1,1
111,0.980848432,0.867425621,1,1,1,1,1
110,0.922744632,0.74982208,0,1,1,0,1
101,0.804993629,0.815925837,0,0,1,0,0
111,0.833532572,0.95189327,1,1,1,1,1
111,0.885380387,0.871101141,1,1,1,1,1
111,0.846156001,0.927326798,1,1,1,1,1
10,0.851341844,0.79309237,0,1,1,0,0
110,0.704614639,0.782952607,0,1,1,0,1
101,0.925793052,0.858586311,0,0,1,0,0
0,0.865241587,0.828625381,0,0,0,0,0
101,0.893143535,0.801448584,0,0,1,0,0
1,0.920350432,0.679260492,0,0,1,0,0
100,0.8964926,0.774867475,0,0,1,0,0
110,0.826377988,0.74143362,0,1,1,0,1
1,0.730394125,0.409485579,0,0,1,0,0
101,0.893283129,0.475173235,0,0,1,0,0
101,0.840838194,0.468638062,0,0,1,0,0
1,0.749326289,0.552008748,0,0,1,0,0
11,0.989456296,0.665136576,0,1,1,1,0
111,0.9575423,0.90933013,1,1,1,1,1
111,0.986855984,0.646562278,1,1,1,1,1
101,0.934039056,0.537117779,0,0,1,0,0
111,0.986855984,0.646562278,1,1,1,1,1
111,0.835223079,0.278093755,1,1,1,1,1
111,0.952530742,0.469892144,1,1,1,1,1
111,0.952530742,0.469892144,1,1,1,1,1
111,0.933487177,0.410063267,1,1,1,1,1
111,0.915977716,0.402204067,1,1,1,1,1
111,0.737015009,0.520941198,1,1,1,1,1
110,0.873328745,0.456199765,0,1,1,0,1
11,0.68320787,0.506410003,0,1,1,1,0
111,0.677541852,0.992942214,1,1,1,1,1
1,0.823485732,0.534732103,0,0,1,0,0
111,0.919911861,0.786599696,1,1,1,1,1
101,0.766053438,0.53165555,0,0,1,0,0
1,0.586098731,0.389715165,0,0,1,0,0
111,0.93735379,0.774732769,1,1,1,1,1
101,0.778562546,0.612220645,0,0,1,0,0
0,0.431854188,0.330557644,0,0,0,0,0
11,0.888406456,0.864048958,0,1,1,1,0
11,0.8769238,0.838354588,0,1,1,1,0
11,0.882275462,0.833174825,0,1,1,1,0
101,0.667157114,0.716635942,0,0,1,0,0
101,0.885688007,0.749926805,0,0,1,0,0
100,0.786259413,0.712903142,0,0,1,0,0
11,0.945547104,0.947441578,0,1,1,1,0
101,0.887404084,0.800694346,0,0,1,0,0
1,0.861728609,0.722218871,0,0,1,0,0
111,0.967543244,0.845334649,1,1,1,1,1
111,0.980236888,0.832671881,1,1,1,1,1
111,0.974301457,0.854056835,1,1,1,1,1
100,0.942735195,0.776468396,0,0,1,0,0
111,0.977539301,0.79134202,1,1,1,1,1
0,0.898984075,0.522058964,0,0,0,0,0
111,0.944974065,0.833158493,1,1,1,1,1
101,0.782223165,0.669028163,0,0,1,0,0
110,0.856911302,0.661889672,0,1,1,0,1
0,0.795060754,0.707464337,0,0,0,0,0
110,0.95068109,0.873564959,0,1,1,0,1
11,0.960548282,0.914712667,0,1,1,1,0
11,0.63997972,0.650684595,0,1,1,1,0
111,0.889059305,0.900048614,1,1,1,1,1
101,0.949057579,0.869529009,0,0,1,0,0
111,0.907851875,0.712748289,1,1,1,1,1
111,0.899912477,0.736751556,1,1,1,1,1
11,0.899831414,0.739317,0,1,1,1,0
110,0.933711708,0.697416425,0,1,1,0,1
111,0.928413033,0.691842139,1,1,1,1,1
0,0.872928143,0.482212961,0,0,0,0,0
1,0.751700103,0.735453129,0,0,1,0,0
110,0.944495857,0.788788795,0,1,1,0,1
11,0.938700676,0.850123525,0,1,1,1,0
111,0.918251812,0.863029599,1,1,1,1,1
0,0.475363702,0.152417526,0,0,0,0,0
110,0.92259413,0.425872535,0,1,1,0,1
101,0.732836545,0.269088268,0,0,1,0,0
111,0.878288567,0.455733716,1,1,1,1,1
11,0.788147449,0.434207678,0,1,1,1,0
0,0.549810052,0.496583998,0,0,0,0,0
111,0.944319308,0.827491641,1,1,1,1,1
110,0.819146574,0.839331746,0,1,1,0,1
110,0.839116454,0.722820401,0,1,1,0,1
1,0.860901356,0.745375752,0,0,1,0,0
111,0.942436814,0.944888711,1,1,1,1,1
11,0.915669382,0.712498963,0,1,1,1,0
11,0.888236165,0.718333364,0,1,1,1,0
111,0.942183375,0.896357417,1,1,1,1,1
101,0.858624816,0.688022673,0,0,1,0,0
101,0.915096164,0.632177114,0,0,1,0,0
0,0.820564032,0.412138492,0,0,0,0,0
1,0.940115452,0.691084623,0,0,1,0,0
0,0.648171306,0.623459101,0,0,0,0,0
110,0.76471442,0.400519669,0,1,1,0,1
1,0.46091783,0.791966558,0,0,1,0,0
111,0.970151544,0.851352096,1,1,1,1,1
111,0.969703674,0.877518177,1,1,1,1,1
11,0.908350348,0.749092102,0,1,1,1,0
101,0.919164956,0.730891943,0,0,1,0,0
101,0.716057301,0.689580083,0,0,1,0,0
1,0.80544579,0.729559779,0,0,1,0,0
0,0.682296991,0.698534489,0,0,0,0,0
111,0.88574487,0.835626602,1,1,1,1,1
11,0.804347396,0.736540794,0,1,1,1,0
0,0.632169783,0.073399179,0,0,0,0,0
111,0.630064845,0.601424277,1,1,1,1,1
11,0.770417094,0.633306384,0,1,1,1,0
101,0.785077572,0.63684386,0,0,1,0,0
1,0.766067445,0.832310379,0,0,1,0,0
100,0.926640511,0.73894918,0,0,1,0,0
0,0.482522249,0.550061584,0,0,0,0,0
111,0.909075499,0.759552717,1,1,1,1,1
101,0.919414878,0.646009982,0,0,1,0,0
111,0.851372182,0.737883925,1,1,1,1,1
1,0.720016837,0.647693515,0,0,1,0,0
11,0.750720143,0.856450081,0,1,1,1,0
111,0.799544752,0.753157854,1,1,1,1,1
111,0.812025666,0.759520411,1,1,1,1,1
101,0.749766946,0.520169735,0,0,1,0,0
101,0.773463488,0.183876872,0,0,1,0,0
11,0.824699163,0.40800637,0,1,1,1,0
110,0.797621131,0.261231154,0,1,1,0,1
111,0.725247383,0.413499057,1,1,1,1,1
0,0.780705214,0.417235821,0,0,0,0,0
111,0.955903649,0.931080937,1,1,1,1,1
100,0.953307033,0.873027205,0,0,1,0,0
111,0.964958847,0.951200843,1,1,1,1,1
11,0.954614043,0.931125164,0,1,1,1,0
10,0.881490946,0.701206207,0,1,1,0,0
10,0.815858245,0.578340113,0,1,1,0,0
11,0.90823108,0.660712004,0,1,1,1,0
111,0.907801569,0.62543118,1,1,1,1,1
111,0.906944215,0.663640141,1,1,1,1,1
101,0.880829036,0.555627108,0,0,1,0,0
0,0.827781796,0.788879156,0,0,0,0,0
111,0.906037092,0.693295896,1,1,1,1,1
111,0.945073485,0.861576736,1,1,1,1,1
111,0.927109957,0.738778949,1,1,1,1,1
10,0.720902324,0.487649173,0,1,1,0,0
111,0.94708544,0.966773689,1,1,1,1,1
101,0.888930619,0.816504955,0,0,1,0,0
11,0.839589596,0.814030647,0,1,1,1,0
1,0.749930739,0.792569458,0,0,1,0,0
101,0.716068029,0.63709873,0,0,1,0,0
110,0.797016501,0.523781776,0,1,1,0,1
11,0.822721243,0.639707327,0,1,1,1,0
0,0.830081344,0.918673277,0,0,0,0,0
10,0.687439919,0.753661156,0,1,1,0,0
0,0.696881771,0.689251065,0,0,0,0,0
10,0.90958178,0.549919784,0,1,1,0,0
11,0.92113924,0.59783268,0,1,1,1,0
100,0.718809009,0.533633411,0,0,1,0,0
11,0.789557695,0.695576608,0,1,1,1,0
11,0.889667988,0.573233366,0,1,1,1,0
1,0.889730573,0.651835203,0,0,1,0,0
111,0.961197019,0.985144794,1,1,1,1,1
111,0.966795802,0.991232038,1,1,1,1,1
111,0.930236101,0.979329467,1,1,1,1,1
0,0.846554279,0.586951137,0,0,0,0,0
111,0.881404638,0.953576088,1,1,1,1,1
101,0.885069907,0.796303332,0,0,1,0,0
111,0.867120922,0.579770446,1,1,1,1,1
111,0.887642026,0.883425117,1,1,1,1,1
11,0.849145591,0.822223306,0,1,1,1,0
101,0.849621773,0.63394469,0,0,1,0,0
11,0.933953166,0.682260931,0,1,1,1,0
11,0.836951673,0.864856124,0,1,1,1,0
101,0.887309551,0.686039925,0,0,1,0,0
10,0.855822027,0.640630603,0,1,1,0,0
11,0.926515162,0.814631224,0,1,1,1,0
111,0.960809588,0.828293085,1,1,1,1,1
101,0.942865968,0.776750922,0,0,1,0,0
100,0.876740098,0.736754179,0,0,1,0,0
0,0.418015927,0.143657833,0,0,0,0,0
0,0.73974818,0.720317543,0,0,0,0,0
11,0.966580153,0.831093252,0,1,1,1,0
11,0.92708987,0.800011635,0,1,1,1,0
10,0.928180695,0.892288089,0,1,1,0,0
11,0.9462291,0.945956409,0,1,1,1,0
0,0.855328321,0.66949892,0,0,0,0,0
0,0.718333364,0.54612726,0,0,0,0,0
11,0.8176018,0.749284863,0,1,1,1,0
111,0.877089739,0.83831197,1,1,1,1,1
0,0.744331062,0.70865798,0,0,0,0,0
0,0.908779562,0.82977283,0,0,0,0,0
111,0.973250866,0.937996864,1,1,1,1,1
111,0.978711188,0.990441561,1,1,1,1,1
11,0.961284757,0.883564353,0,1,1,1,0
11,0.962702692,0.893808365,0,1,1,1,0
11,0.939947367,0.90495193,0,1,1,1,0
111,0.939999163,0.91548121,1,1,1,1,1
111,0.968330145,0.891793609,1,1,1,1,1
101,0.966887474,0.919106126,0,0,1,0,0
0,0.828188896,0.760689616,0,0,0,0,0
0,0.823294222,0.793964386,0,0,0,0,0
101,0.864115596,0.757887721,0,0,1,0,0
10,0.839718759,0.741265774,0,1,1,0,0
110,0.837345481,0.698399663,0,1,1,0,1
11,0.847205937,0.75087595,0,1,1,1,0
11,0.917547464,0.907138705,0,1,1,1,0
111,0.946531892,0.925666213,1,1,1,1,1
111,0.877277017,0.759168983,1,1,1,1,1
111,0.858588576,0.828659475,1,1,1,1,1
111,0.89087218,0.81040293,1,1,1,1,1
100,0.640990615,0.28028965,0,0,1,0,0
111,0.919386029,0.593030751,1,1,1,1,1
111,0.874579072,0.590639353,1,1,1,1,1
0,0.815205216,0.471888691,0,0,0,0,0
0,0.73311162,0.41639933,0,0,0,0,0
0,0.699027419,0.303559363,0,0,0,0,0
111,0.932622313,0.570725143,1,1,1,1,1
0,0.669205725,0.360150069,0,0,0,0,0
111,0.891276062,0.487899691,1,1,1,1,1
110,0.858473539,0.470704913,0,1,1,0,1
0,0.551097453,0.426644117,0,0,0,0,0
111,0.870141745,0.656175435,1,1,1,1,1
101,0.902502298,0.792843103,0,0,1,0,0
11,0.936209977,0.626302838,0,1,1,1,0
111,0.93103224,0.555811286,1,1,1,1,1
11,0.94844234,0.603269756,0,1,1,1,0
110,0.913497865,0.631512523,0,1,1,0,1
101,0.960404038,0.681427479,0,0,1,0,0
0,0.966124654,0.692347527,0,0,0,0,0
0,0.879302025,0.610497057,0,0,0,0,0
111,0.967839003,0.864746213,1,1,1,1,1
111,0.956396222,0.86248517,1,1,1,1,1
111,0.965585053,0.823432446,1,1,1,1,1
11,0.951048851,0.805347681,0,1,1,1,0
0,0.614920497,0.421986341,0,0,0,0,0
0,0.811012387,0.594083667,0,0,0,0,0
111,0.953160226,0.954910219,1,1,1,1,1
111,0.954422235,0.938344598,1,1,1,1,1
10,0.900795877,0.828486323,0,1,1,0,0
10,0.93409431,0.818063855,0,1,1,0,0
111,0.880654454,0.985016048,1,1,1,1,1
0,0.851647973,0.774330378,0,0,0,0,0
111,0.865990162,0.946402073,1,1,1,1,1
0,0.859766841,0.983801484,0,0,0,0,0
111,0.882445931,0.976450682,1,1,1,1,1
111,0.902238607,0.761271596,1,1,1,1,1
0,0.881469607,0.929697037,0,0,0,0,0
0,0.81232959,0.861643076,0,0,0,0,0
111,0.719402611,0.601061463,1,1,1,1,1
0,0.895545602,0.7824229,0,0,0,0,0
0,0.379040956,0.145702481,0,0,0,0,0
1,0.753677785,0.606589258,0,0,1,0,0
101,0.927850842,0.709976315,0,0,1,0,0
110,0.923907876,0.687812686,0,1,1,0,1
0,0.627336502,0.328484565,0,0,0,0,0
0,0.631199479,0.423828572,0,0,0,0,0
111,0.912972271,0.800755262,1,1,1,1,1
111,0.824428439,0.546445727,1,1,1,1,1
111,0.907235265,0.601177692,1,1,1,1,1
101,0.863460183,0.629902065,0,0,1,0,0
111,0.714345217,0.52308023,1,1,1,1,1
11,0.871516705,0.552500844,0,1,1,1,0
10,0.887049198,0.647374153,0,1,1,0,0
111,0.868687689,0.676126778,1,1,1,1,1
111,0.85479027,0.724642575,1,1,1,1,1
0,0.902620912,0.617905617,0,0,0,0,0
111,0.93290019,0.959115684,1,1,1,1,1
10,0.919776738,0.788635612,0,1,1,0,0
11,0.95786047,0.939356327,0,1,1,1,0
0,0.736675858,0.643676341,0,0,0,0,0
111,0.954597592,0.901025653,1,1,1,1,1
1,0.884797156,0.788707376,0,0,1,0,0
111,0.957640409,0.8773247,1,1,1,1,1
111,0.948002934,0.88761282,1,1,1,1,1
111,0.952670813,0.880046368,1,1,1,1,1
0,0.936719477,0.923938751,0,0,0,0,0
111,0.947217166,0.854849935,1,1,1,1,1
11,0.923985243,0.9043082,0,1,1,1,0
111,0.964905024,0.939165473,1,1,1,1,1
1,0.893514454,0.706202745,0,0,1,0,0
111,0.955791652,1.000000119,1,1,1,1,1
11,0.91992265,0.888488173,0,1,1,1,0
11,0.949728906,0.991540372,0,1,1,1,0
11,0.885179222,0.772524118,0,1,1,1,0
111,0.959052861,0.948566079,1,1,1,1,1
101,0.740954638,0.906193972,0,0,1,0,0
100,0.68807888,0.808049679,0,0,1,0,0
0,0.742345929,0.781770527,0,0,0,0,0
100,0.683049619,0.84848398,0,0,1,0,0
0,0.744944334,0.936952233,0,0,0,0,0
111,0.78956449,0.805171013,1,1,1,1,1
0,0.885839343,0.763939202,0,0,0,0,0
111,0.892820716,0.719632864,1,1,1,1,1
111,0.866532207,0.758767366,1,1,1,1,1
111,0.909821093,0.807883024,1,1,1,1,1
0,0.691015005,0.538354754,0,0,0,0,0
101,0.881337047,0.823203802,0,0,1,0,0
111,0.851209879,0.896657288,1,1,1,1,1
111,0.787652433,0.828531265,1,1,1,1,1
0,0.756567419,0.700543046,0,0,0,0,0
0,0.881597042,0.838276505,0,0,0,0,0
111,0.889647961,0.795292497,1,1,1,1,1
101,0.883582532,0.907414079,0,0,1,0,0
101,0.936938047,0.731826305,0,0,1,0,0
0,0.802244842,0.615299106,0,0,0,0,0
0,0.586352766,0.2297609,0,0,0,0,0
111,0.934596717,0.896229625,1,1,1,1,1
11,0.915161133,0.865446746,0,1,1,1,0
111,0.936430752,0.834469676,1,1,1,1,1
111,0.951356769,0.776084363,1,1,1,1,1
0,0.671441734,0.508405328,0,0,0,0,0
111,0.954785705,0.978651166,1,1,1,1,1
111,0.888573408,0.738343477,1,1,1,1,1
101,0.87944895,0.749941826,0,0,1,0,0
110,0.891996741,0.796751142,0,1,1,0,1
11,0.922265053,0.880176842,0,1,1,1,0
0,0.85330677,0.840714693,0,0,0,0,0
11,0.93761313,0.897681594,0,1,1,1,0
11,0.932032228,0.848990977,0,1,1,1,0
11,0.913446069,0.734523296,0,1,1,1,0
111,0.884018064,0.957189202,1,1,1,1,1
111,0.901077032,0.72131598,1,1,1,1,1
111,0.887818098,0.784868479,1,1,1,1,1
1,0.883472562,0.838528991,0,0,1,0,0
111,0.840818644,0.857784271,1,1,1,1,1
0,0.526604295,0.422049284,0,0,0,0,0
0,0.932274759,0.91013658,0,0,0,0,0
0,0.774304748,0.644546151,0,0,0,0,0
111,0.95741719,0.938024044,1,1,1,1,1
0,0.503914714,0.321099639,0,0,0,0,0
0,0.827751994,0.588397264,0,0,0,0,0
101,0.883004665,0.633020282,0,0,1,0,0
111,0.888026953,0.672166348,1,1,1,1,1
11,0.699337244,0.481895983,0,1,1,1,0
10,0.871342003,0.612801909,0,1,1,0,0
0,0.903279424,0.704344869,0,0,0,0,0
111,0.967168331,0.941146553,1,1,1,1,1
110,0.966010451,0.904389143,0,1,1,0,1
111,0.753349602,0.838366032,1,1,1,1,1
1,0.950360239,0.87878406,0,0,1,0,0
0,0.546333551,0.372021586,0,0,0,0,0
111,0.963409126,0.93209368,1,1,1,1,1
0,0.911425948,0.845539868,0,0,0,0,0
111,0.928793907,0.900075614,1,1,1,1,1
0,0.784817755,0.723447323,0,0,0,0,0
0,0.790638566,0.712171316,0,0,0,0,0
111,0.926634908,0.985107839,1,1,1,1,1
11,0.929135442,0.978700995,0,1,1,1,0
110,0.901762307,0.74878794,0,1,1,0,1
0,0.721253037,0.487722754,0,0,0,0,0
0,0.950623274,0.825810552,0,0,0,0,0
111,0.949300706,0.868265867,1,1,1,1,1
110,0.920373321,0.811086655,0,1,1,0,1
100,0.890009165,0.722982407,0,0,1,0,0
0,0.836271524,0.622784317,0,0,0,0,0
100,0.948312163,0.854440391,0,0,1,0,0
0,0.942168891,0.828590095,0,0,0,0,0
101,0.932029605,0.845261574,0,0,1,0,0
111,0.873832166,0.643226027,1,1,1,1,1
110,0.872079194,0.785843492,0,1,1,0,1
0,0.775210917,0.611684442,0,0,0,0,0
101,0.802672148,0.692674279,0,0,1,0,0
101,0.771401227,0.72925961,0,0,1,0,0
101,0.892150044,0.811908305,0,0,1,0,0
0,0.849429369,0.780728579,0,0,0,0,0
111,0.920617819,0.885954022,1,1,1,1,1
10,0.880671203,0.754445016,0,1,1,0,0
10,0.877964497,0.828882158,0,1,1,0,0
10,0.926667213,0.944035351,0,1,1,0,0
111,0.845336914,0.736543298,1,1,1,1,1
0,0.786943793,0.735289574,0,0,0,0,0
110,0.925380111,0.77382493,0,1,1,0,1
11,0.866479039,0.849157095,0,1,1,1,0
0,0.901464343,0.65842098,0,0,0,0,0
0,0.780857325,0.721547127,0,0,0,0,0
11,0.976692677,0.944337726,0,1,1,1,0
0,0.776329458,0.68898344,0,0,0,0,0
111,0.975448012,0.922912061,1,1,1,1,1
111,0.98733604,0.958014488,1,1,1,1,1
11,0.794042647,0.81669426,0,1,1,1,0
111,0.961904705,0.882805586,1,1,1,1,1
111,0.677896798,0.678000212,1,1,1,1,1
111,0.964268804,0.872059882,1,1,1,1,1
111,0.905434608,0.834769011,1,1,1,1,1
110,0.952622771,0.846897721,0,1,1,0,1
111,0.968324721,0.859519958,1,1,1,1,1
110,0.879082501,0.720531702,0,1,1,0,1
11,0.982227743,0.870905757,0,1,1,1,0
0,0.820775092,0.691431284,0,0,0,0,0
110,0.961390615,0.747238517,0,1,1,0,1
0,0.843821645,0.521439373,0,0,0,0,0
111,0.950499296,0.800824881,1,1,1,1,1
11,0.930214047,0.712433219,0,1,1,1,0
111,0.951344848,0.757484198,1,1,1,1,1
10,0.869245946,0.689907312,0,1,1,0,0
111,0.948117256,0.903444529,1,1,1,1,1
111,0.947013855,0.829021931,1,1,1,1,1
111,0.947877526,0.860065818,1,1,1,1,1
0,0.938126683,0.867751062,0,0,0,0,0
111,0.951894641,0.853746176,1,1,1,1,1
0,0.707796454,0.557857931,0,0,0,0,0
111,0.869091988,0.626643419,1,1,1,1,1
0,0.908406258,0.738981545,0,0,0,0,0
0,0.861564755,0.646808028,0,0,0,0,0
0,0.805060267,0.687358141,0,0,0,0,0
0,0.92019093,0.817404687,0,0,0,0,0
111,0.889689445,0.820906639,1,1,1,1,1
11,0.956484854,0.926585793,0,1,1,1,0
111,0.734455287,0.556015849,1,1,1,1,1
10,0.921032548,0.753604591,0,1,1,0,0
111,0.792069316,0.540609717,1,1,1,1,1
11,0.904732108,0.890871465,0,1,1,1,0
11,0.925035477,0.797051847,0,1,1,1,0
11,0.909315348,0.635515213,0,1,1,1,0
0,0.920394063,0.754200935,0,0,0,0,0
0,0.628496885,0.473451614,0,0,0,0,0
0,0.731901407,0.608148575,0,0,0,0,0
11,0.847668529,0.806101918,0,1,1,1,0
111,0.930926681,0.865305483,1,1,1,1,1
0,0.703203082,0.530077338,0,0,0,0,0
0,0.931923747,0.639109969,0,0,0,0,0
11,0.798374236,0.875884712,0,1,1,1,0
0,0.942748308,0.724415243,0,0,0,0,0
0,0.812204361,0.708857536,0,0,0,0,0
0,0.880831897,0.678775251,0,0,0,0,0
0,0.829798222,0.527427316,0,0,0,0,0
11,0.968124986,0.775302291,0,1,1,1,0
11,0.949730575,0.656926215,0,1,1,1,0
11,0.94913882,0.837849259,0,1,1,1,0
111,0.971041918,0.826728642,1,1,1,1,1
0,0.764513969,0.765105247,0,0,0,0,0
0,0.825238228,0.722350478,0,0,0,0,0
111,0.694316864,0.690303564,1,1,1,1,1
111,0.800440788,0.759146392,1,1,1,1,1
11,0.860625923,0.775208116,0,1,1,1,0
0,0.848864198,0.771792054,0,0,0,0,0
111,0.958525538,0.842103004,1,1,1,1,1
11,0.970355093,0.857283473,0,1,1,1,0
111,0.847992897,0.818721414,1,1,1,1,1
111,0.936333239,0.854419231,1,1,1,1,1
10,0.52444458,0.533598423,0,1,1,0,0
10,0.873817086,0.850245833,0,1,1,0,0
111,0.806745291,0.767608821,1,1,1,1,1
11,0.94545579,0.756724656,0,1,1,1,0
0,0.648779511,0.579667807,0,0,0,0,0
